price,square_meters,rooms,floor,is_promoted,condition,latitude,longitude,date,price_per_sqm,safe_room,elevator,parking,bars,air_conditioning,air_conditioner,accessible,furniture
860000,590,3,2,1,4,0.0,0.0,0,1457.6271186440679,0,0,0,0,1,1,0,0
3100000,2500,6,0,1,2,31.231399,34.770037,0,1240.0,1,0,1,1,1,1,0,0
1580000,1250,4,15,1,4,31.247993,34.799793,0,1264.0,1,1,1,0,1,1,1,0
675000,680,3,3,1,4,31.2549847884616,34.8112260576923,0,992.6470588235294,0,0,0,0,1,1,0,1
999000,970,4,2,1,4,31.2371567142857,34.7786632857143,0,1029.8969072164948,0,0,1,0,1,1,1,0
785000,760,4,4,1,3,31.261835,34.776382,0,1032.8947368421052,0,0,1,0,1,1,0,1
665000,550,3,2,1,4,31.259702969697,34.7920190151515,0,1209.090909090909,0,0,0,0,1,1,0,0
650000,750,4,3,1,5,31.2671267272727,34.7952657272727,0,866.6666666666666,0,0,0,1,0,0,0,0
790000,780,3,2,1,3,31.2583444921875,34.7836240351563,0,1012.8205128205128,0,0,0,0,1,1,0,1
925000,760,4,4,1,3,0.0,0.0,0,1217.1052631578948,0,0,1,0,1,1,0,1
640000,570,3,0,1,5,31.26686155,34.79381465,0,1122.8070175438597,0,0,0,1,1,1,1,1
820000,780,4,1,1,3,31.2630299166667,34.791135125,0,1051.2820512820513,0,0,0,1,1,1,0,1
1919000,1740,5,8,1,3,31.2396979411765,34.7642750392157,0,1102.8735632183907,1,1,1,1,1,1,0,0
899000,700,3,1,1,3,31.2432932,34.79019655,0,1284.2857142857142,0,0,0,0,1,1,0,0
2500000,1750,5,0,1,4,31.2869091285714,34.8007492,0,1428.5714285714287,1,0,1,0,1,1,0,0
1709000,1360,4,4,1,2,31.2327641573034,34.7701429213483,0,1256.6176470588234,1,1,1,0,1,1,1,0
1250000,1000,4,3,1,3,31.2600322979798,34.7979546161616,0,1250.0,0,0,0,0,1,1,0,0
770000,750,3,2,1,3,31.2694013939394,34.7931102424242,0,1026.6666666666667,0,0,1,1,1,1,0,0
800000,640,3,2,1,3,31.2652948421053,34.7999897105263,0,1250.0,0,0,0,0,0,0,0,0
990000,840,35,5,1,4,31.2507455820896,34.7884604776119,0,1178.5714285714287,0,1,0,1,1,1,0,0
700000,700,2,0,1,3,31.2409898,34.8102776,0,1000.0,0,0,1,0,0,0,0,0
1730000,1600,5,0,1,3,31.270448,34.770868,0,1081.25,1,0,1,1,1,1,1,0
619000,510,3,1,1,4,0.0,0.0,0,1213.7254901960785,0,0,0,0,1,1,0,1
1190000,1270,4,3,1,4,31.2409898,34.8102776,0,937.007874015748,0,0,0,0,1,1,0,1
1250000,920,35,1,1,3,31.2543385769231,34.7934598076923,0,1358.695652173913,0,0,1,1,1,1,0,0
820000,80,0,2,1,3,0.0,0.0,0,10250.0,0,0,0,0,1,1,0,0
1720000,1670,55,4,1,3,31.243592,34.785368,0,1029.940119760479,1,1,1,1,1,1,1,0
899000,600,0,1,1,3,31.271571,34.792251,0,1498.3333333333333,0,0,1,0,1,1,0,0
1700000,1370,4,7,1,2,31.258499,34.75551,0,1240.8759124087592,1,1,1,0,1,1,1,0
1150000,850,3,0,1,3,31.253104,34.792944,0,1352.9411764705883,0,0,0,1,1,1,0,1
1145000,1000,4,6,1,3,0.0,0.0,0,1145.0,0,1,1,1,1,1,0,1
920000,700,4,2,1,3,0.0,0.0,0,1314.2857142857142,0,0,0,1,1,1,0,0
749999,1000,4,3,1,3,31.259246,34.7833,0,749.999,0,0,1,1,1,1,0,1
0,3010,4,0,1,1,31.244421,34.762719,0,0.0,0,0,1,0,0,0,1,0
760000,700,4,4,1,3,31.269097,34.7893,0,1085.7142857142858,0,0,0,0,1,1,0,1
1500000,2500,4,0,1,5,31.249786,34.803663,0,600.0,0,0,1,1,1,1,0,0
1500000,3500,4,2,1,4,31.249786,34.803663,0,428.57142857142856,0,0,1,0,1,1,0,0
1290000,1300,35,0,1,4,31.239105,34.76671,0,992.3076923076923,1,0,1,1,1,1,0,0
1850000,1800,4,0,1,3,31.281692,34.804885,0,1027.7777777777778,1,1,0,1,1,1,1,0
1300000,970,35,2,1,3,0.0,0.0,0,1340.2061855670104,1,1,1,0,1,1,0,1
1300000,1100,3,3,1,4,31.236321,34.767909,0,1181.8181818181818,1,1,1,0,1,1,1,0
1720000,1330,4,5,1,2,31.232531,34.766545,0,1293.233082706767,1,1,1,1,1,1,1,0
2550000,2450,5,4,1,2,31.284725,34.800951,0,1040.8163265306123,1,1,1,0,1,1,1,1
1590000,1580,5,9,1,3,31.262391,34.787888,0,1006.3291139240506,1,1,1,1,1,1,1,0
1880000,1600,4,0,1,2,31.230864,34.820024,0,1175.0,1,0,1,1,1,1,0,0
650000,760,3,2,1,4,31.2700016147541,34.7869256229508,0,855.2631578947369,0,0,0,1,1,1,0,0
1390000,1200,45,0,1,3,31.2454186666667,34.7931023958333,0,1158.3333333333333,0,0,0,1,1,1,0,0
1410000,1180,4,4,1,4,31.2842351951219,34.8017025609756,0,1194.915254237288,1,1,1,0,1,1,1,0
1735000,1350,4,3,1,2,31.2327641573034,34.7701429213483,0,1285.1851851851852,1,1,1,0,1,1,1,0
715000,600,3,1,1,3,31.2686943636364,34.7965660909091,0,1191.6666666666667,0,0,0,0,1,1,0,1
1100000,1170,3,1,1,3,0.0,0.0,0,940.1709401709402,1,0,1,0,1,1,0,0
1379000,1200,3,0,1,3,31.2409898,34.8102776,0,1149.1666666666667,1,0,1,1,1,1,1,0
720000,720,4,2,1,3,31.271097,34.791415,0,1000.0,0,0,0,1,1,1,0,1
2190000,2000,65,0,1,2,31.2284390566038,34.7947340566038,0,1095.0,1,0,1,0,1,1,0,0
1640000,1570,5,0,1,3,31.2841512285714,34.8038646571429,0,1044.5859872611466,1,1,1,1,1,1,1,0
999000,1000,4,1,1,3,31.2409898,34.8102776,0,999.0,0,1,0,0,0,0,1,1
0,100000,0,0,1,0,31.220225,34.814809,0,0.0,0,0,0,0,0,0,0,0
0,1280,4,4,1,2,31.2664906666667,34.779244,0,0.0,1,1,1,0,1,1,1,0
730000,480,3,2,1,3,31.2704642105263,34.7929285263158,0,1520.8333333333333,0,0,1,1,1,1,0,1
699000,630,4,3,1,3,31.2409898,34.8102776,0,1109.5238095238096,0,0,0,1,1,1,0,1
455000,520,2,6,1,3,31.264241,34.792563,0,875.0,0,0,0,0,0,0,0,0
2380000,3200,6,0,1,4,31.2486169415584,34.7675237077922,0,743.75,1,0,0,0,1,1,0,0
649000,600,3,1,1,3,31.253602,34.810852,0,1081.6666666666667,0,0,0,1,1,1,0,1
1190000,650,3,0,1,3,31.2568500588235,34.7951000588235,0,1830.7692307692307,0,0,1,0,0,0,0,0
0,2200,5,3,1,2,31.231842,34.817673,0,0.0,0,0,1,0,0,0,0,0
720000,570,3,0,1,4,31.259702969697,34.7920190151515,0,1263.157894736842,0,0,0,1,1,1,1,1
1250000,3000,5,0,1,4,31.2561366133333,34.8056398133333,0,416.6666666666667,0,0,0,1,1,1,1,1
750000,500,2,10,1,3,0.0,0.0,0,1500.0,0,0,0,0,1,1,1,0
900000,560,3,2,1,3,0.0,0.0,0,1607.142857142857,0,0,0,1,1,1,0,1
1860000,4850,0,0,1,2,0.0,0.0,0,383.50515463917526,0,0,0,0,0,0,0,0
600000,500,2,1,1,3,31.257399,34.772508,0,1200.0,0,0,1,1,1,1,0,0
870000,650,3,2,1,3,31.269892,34.790047,0,1338.4615384615386,0,0,1,0,1,1,0,0
2000000,1360,5,1,1,3,31.275467,34.804776,0,1470.5882352941176,1,0,0,0,1,1,0,0
2700000,7700,35,0,1,3,31.230166,34.789073,0,350.64935064935065,0,0,1,0,1,1,0,0
1020000,780,4,5,1,3,31.246045,34.77153,0,1307.6923076923076,0,1,0,1,1,1,1,0
780000,1100,6,3,1,3,31.26991,34.790201,0,709.0909090909091,0,0,1,0,1,1,0,1
2200000,1860,5,0,1,4,0.0,0.0,0,1182.7956989247311,1,0,1,1,1,1,0,0
0,0,0,0,0,0,0.0,0.0,0,,0,0,0,0,0,0,0,0
785000,750,3,2,1,4,0.0,0.0,0,1046.6666666666667,0,0,0,0,1,1,0,0
900000,700,3,3,1,3,0.0,0.0,0,1285.7142857142858,0,1,0,0,1,1,0,1
790000,540,3,2,1,4,0.0,0.0,0,1462.962962962963,0,0,0,0,1,1,0,1
790000,900,0,3,1,3,0.0,0.0,0,877.7777777777778,0,0,0,1,1,1,0,1
850000,970,45,2,1,3,31.258823,34.782459,0,876.2886597938144,0,0,1,1,1,1,0,0
1100000,1300,5,3,1,4,31.248011,34.790983,0,846.1538461538462,0,0,0,0,1,1,0,1
900000,750,3,6,1,4,31.256935,34.761006,0,1200.0,0,1,0,0,0,0,0,0
1090000,700,3,2,1,4,31.2556,34.802577,0,1557.142857142857,0,0,1,1,1,1,0,1
980000,740,3,1,1,4,31.24719,34.79132,0,1324.3243243243244,0,0,1,1,1,1,0,1
1490000,1330,4,5,1,3,0.0,0.0,0,1120.3007518796992,1,1,1,0,1,1,1,1
900000,760,4,2,1,3,31.2409898,34.8102776,0,1184.2105263157894,0,0,0,0,0,0,0,1
900000,600,4,0,1,3,31.255493,34.80899,0,1500.0,0,0,1,1,1,1,0,1
1299000,600,3,0,1,4,31.2409898,34.8102776,0,2165.0,0,0,1,0,1,1,1,0
0,500,2,4,1,3,31.266989,34.792439,0,0.0,1,1,1,1,1,1,0,1
740000,760,3,1,1,3,31.2409898,34.8102776,0,973.6842105263158,0,1,0,0,1,1,1,0
2199000,1550,5,0,1,3,31.2739043095238,34.8032739047619,0,1418.7096774193549,1,0,1,0,0,0,0,0
730000,760,3,3,1,3,31.2650392352941,34.7779894117647,0,960.5263157894736,0,0,0,0,1,1,0,0
880000,900,4,8,1,4,31.2604399101124,34.7763476516854,0,977.7777777777778,0,1,1,1,1,1,1,0
925000,730,4,2,1,3,31.2583444921875,34.7836240351563,0,1267.123287671233,0,0,0,0,0,0,0,0
620000,550,3,3,1,4,31.271028,34.792069,0,1127.2727272727273,1,0,0,0,1,1,0,1
1799999,1530,4,1,1,3,31.2355453243243,34.7741967027027,0,1176.469934640523,1,1,1,0,1,1,0,0
580000,600,3,3,1,4,31.2707991779141,34.7914454539878,0,966.6666666666666,0,0,0,0,0,0,0,0
1550000,1260,4,7,1,2,31.2409898,34.8102776,0,1230.1587301587301,1,1,1,1,1,1,1,0
1350000,1000,3,6,1,2,31.2409898,34.8102776,0,1350.0,1,1,1,0,1,1,0,0
1750000,1520,4,17,1,2,31.2409898,34.8102776,0,1151.3157894736842,1,1,1,1,1,1,1,1
850000,400,2,1,1,3,0.0,0.0,0,2125.0,0,0,0,1,0,0,0,1
2540000,5000,6,0,1,4,31.2314220379747,34.7913862025316,0,508.0,1,0,1,0,1,1,1,0
760000,800,4,4,1,3,31.257127,34.778651,0,950.0,0,0,0,0,1,1,0,1
980000,940,4,1,1,3,31.2470541794872,34.7848252307692,0,1042.5531914893618,0,0,0,0,1,1,0,0
1420000,2500,5,0,1,3,31.223626,34.781602,0,568.0,1,0,1,1,1,1,1,0
2150000,1800,5,3,1,2,31.255209,34.787731,0,1194.4444444444443,1,1,1,0,1,1,1,0
1850000,1900,5,0,1,3,31.288186,34.805301,0,973.6842105263158,1,0,0,1,1,1,1,0
2990000,2500,6,0,1,3,31.231607,34.77214,0,1196.0,1,0,1,0,1,1,1,0
2500000,2100,5,0,1,4,31.236738,34.765013,0,1190.4761904761904,1,0,1,1,1,1,0,0
1570000,1370,4,3,1,2,0.0,0.0,0,1145.985401459854,1,1,1,0,1,1,0,0
1530000,1180,3,5,1,2,31.233226,34.770193,0,1296.6101694915253,1,1,1,0,1,1,0,0
1150000,840,4,1,1,3,31.251846,34.806663,0,1369.047619047619,0,0,1,0,1,1,0,1
850000,740,3,4,1,3,31.249869,34.780741,0,1148.6486486486488,0,0,0,0,1,1,0,1
1400000,12000,4,1,1,3,31.249807,34.79655,0,116.66666666666667,0,0,1,1,1,1,0,0
1040000,1000,4,2,1,3,31.255502,34.801672,0,1040.0,0,0,1,0,0,0,0,0
720000,720,3,2,1,4,31.268335,34.788286,0,1000.0,0,0,1,1,1,1,0,1
2250000,2250,5,1,1,2,31.284483,34.800727,0,1000.0,1,1,1,1,1,1,1,1
1890000,1200,45,5,1,2,0.0,0.0,0,1575.0,1,1,1,0,1,1,0,0
0,1190,4,0,1,4,31.252439,34.806269,0,0.0,0,0,1,1,1,1,0,1
1185000,1150,4,1,1,4,31.247863,34.769003,0,1030.4347826086957,0,1,1,0,1,1,1,0
1600000,1200,4,2,1,2,0.0,0.0,0,1333.3333333333333,1,1,1,0,1,1,1,0
1250000,2100,35,0,1,3,31.246914,34.786637,0,595.2380952380952,0,0,0,1,1,1,0,0
840000,750,3,1,1,4,31.257556,34.7732,0,1120.0,0,0,0,0,0,0,0,0
1400000,1170,3,0,1,3,31.268287,34.775111,0,1196.5811965811965,1,1,1,1,0,0,1,0
635000,500,25,2,1,4,31.261308,34.79264,0,1270.0,0,0,0,1,1,1,0,1
695000,1200,3,3,1,3,31.2566915581395,34.7725479534884,0,579.1666666666666,0,0,1,0,1,1,0,1
156000,1750,5,0,1,3,31.2409898,34.8102776,0,89.14285714285714,1,0,1,1,1,1,1,0
790000,540,25,3,1,4,31.25866,34.794047,0,1462.962962962963,0,0,0,0,0,0,0,0
1175000,990,4,1,1,4,31.268163,34.797797,0,1186.8686868686868,0,0,1,1,1,1,0,1
599000,670,3,1,1,3,31.2409898,34.8102776,0,894.0298507462686,0,0,0,0,1,1,0,0
1350000,1000,4,0,1,4,31.2586159130435,34.762781173913,0,1350.0,0,0,0,1,0,0,0,1
1400000,1050,3,15,1,3,31.247993,34.799793,0,1333.3333333333333,1,1,1,0,1,1,1,0
2750000,2300,6,5,1,2,31.287693,34.807418,0,1195.6521739130435,0,0,1,0,0,0,0,0
820000,700,3,4,1,3,31.2409898,34.8102776,0,1171.4285714285713,0,0,0,0,1,1,0,1
1840000,3000,5,0,1,3,31.267883,34.758868,0,613.3333333333334,0,1,1,1,1,1,1,0
630000,900,4,2,1,4,31.26581071875,34.78167734375,0,700.0,0,0,0,0,0,0,0,0
675000,780,3,3,1,3,31.258789,34.780735,0,865.3846153846154,0,0,1,1,1,1,0,0
2499000,1600,5,0,1,2,31.240302,34.788321,0,1561.875,1,0,1,0,1,1,1,0
780000,650,3,0,1,3,31.2409898,34.8102776,0,1200.0,0,0,0,1,1,1,1,1
2100000,1550,6,0,1,4,31.270573,34.804653,0,1354.8387096774193,1,1,1,1,1,1,1,1
1300000,1220,5,1,1,4,0.0,0.0,0,1065.5737704918033,0,0,0,1,1,1,0,0
1750000,1500,4,7,1,2,31.2559909285714,34.7549493571429,0,1166.6666666666667,1,1,1,0,1,1,1,0
900000,880,4,1,1,4,31.2604399101124,34.7763476516854,0,1022.7272727272727,0,1,0,1,1,1,0,0
1340000,1050,3,16,1,2,31.251398,34.8054967368421,0,1276.1904761904761,1,1,1,1,1,1,1,0
2690000,2340,5,5,1,2,31.2872804137931,34.8060372068966,0,1149.5726495726497,1,1,1,0,1,1,1,0
2090000,1520,5,2,1,2,31.2842456333333,34.7996987,0,1375.0,1,1,1,1,1,1,1,0
785000,670,4,3,1,3,31.2409898,34.8102776,0,1171.641791044776,0,0,0,1,1,1,0,1
985000,980,35,3,1,3,31.248355,34.782521,0,1005.1020408163265,0,0,0,0,1,1,0,0
1350000,3200,4,0,1,3,31.250108,34.802679,0,421.875,0,0,1,1,1,1,1,0
1750000,4520,0,0,1,0,31.24601,34.778374,0,387.16814159292034,0,0,0,0,0,0,0,0
900000,1200,4,0,1,3,0.0,0.0,0,750.0,0,0,1,1,1,1,0,1
2170000,1670,5,2,1,3,31.233418,34.766551,0,1299.4011976047905,1,1,1,1,1,1,1,1
940000,700,3,2,1,3,31.24408,34.789859,0,1342.857142857143,0,0,1,1,1,1,0,0
770000,950,4,1,1,3,31.24937,34.80907,0,810.5263157894736,0,0,1,0,1,1,0,1
3450000,1630,55,0,1,2,31.262184,34.78264,0,2116.564417177914,1,0,1,0,1,1,1,0
1640000,2250,0,0,1,4,31.265983,34.773251,0,728.8888888888889,1,0,0,0,1,1,1,1
1680000,1270,4,2,1,2,31.266956,34.781504,0,1322.8346456692914,1,1,1,0,1,1,1,0
0,1300,4,1,1,2,31.266711,34.7795,0,0.0,1,1,1,0,1,1,0,0
749000,660,3,3,1,4,31.259395,34.784976,0,1134.8484848484848,0,0,0,1,1,1,0,1
740000,790,4,1,1,4,0.0,0.0,0,936.7088607594936,0,0,0,1,1,1,0,0
1170000,1200,4,3,1,3,0.0,0.0,0,975.0,0,1,1,1,1,1,0,0
800000,700,25,2,1,3,0.0,0.0,0,1142.857142857143,0,0,0,1,1,1,0,1
2490000,5000,125,0,1,5,0.0,0.0,0,498.0,0,0,1,0,1,1,1,0
1320000,1000,4,2,1,3,0.0,0.0,0,1320.0,1,0,0,0,1,1,0,1
530000,550,2,7,1,3,0.0,0.0,0,963.6363636363636,1,1,1,0,1,1,1,0
2800000,1600,5,0,1,4,31.266518,34.808758,0,1750.0,1,0,1,0,1,1,1,0
1650000,870,4,1,1,4,31.267019,34.767869,0,1896.551724137931,1,0,1,0,1,1,0,0
795000,800,4,0,1,3,0.0,0.0,0,993.75,0,0,1,0,1,1,0,1
1279000,1010,4,1,1,3,31.2365178157895,34.7674980526316,0,1266.3366336633662,1,0,1,0,1,1,0,0
1550000,1700,5,2,1,4,31.285619075,34.80284605,0,911.7647058823529,1,1,1,0,1,1,0,0
870000,800,3,8,1,3,31.25601,34.771891,0,1087.5,0,1,1,1,1,1,1,0
1550000,1600,8,0,1,3,31.250813,34.7831675333333,0,968.75,0,0,1,1,1,1,1,1
1469000,1500,5,22,1,4,31.244964368421,34.7839215789474,0,979.3333333333334,1,1,1,0,1,1,1,1
780000,960,4,4,1,3,31.265008,34.778896,0,812.5,0,0,1,0,1,1,0,1
1100000,1000,4,1,1,3,31.250016,34.781711,0,1100.0,0,0,1,1,1,1,1,1
830000,570,3,2,1,3,31.2652948421053,34.7999897105263,0,1456.140350877193,0,0,0,1,1,1,0,0
650000,460,2,0,1,3,31.2409898,34.8102776,0,1413.0434782608695,0,0,0,0,1,1,0,1
1179000,800,4,0,1,5,31.2713549354839,34.7840678387097,0,1473.75,0,0,0,0,0,0,0,0
718000,660,3,3,1,3,31.248967,34.7792895,0,1087.878787878788,0,0,0,0,1,1,0,0
1190000,1000,3,14,1,3,31.2388306415094,34.7739166981132,0,1190.0,1,1,1,0,1,1,0,0
620000,730,3,3,1,3,31.257754027027,34.7777985405406,0,849.3150684931506,0,0,0,0,1,1,0,0
740000,760,3,3,1,3,31.2460329636364,34.7753464181818,0,973.6842105263158,0,0,0,0,1,1,0,0
610000,500,3,1,1,4,0.0,0.0,0,1220.0,0,0,0,0,0,0,0,0
870000,880,4,2,1,3,31.2409898,34.8102776,0,988.6363636363636,0,0,0,1,1,1,0,1
0,1280,4,1,1,4,31.2409898,34.8102776,0,0.0,0,0,0,0,1,1,0,0
0,1360,5,19,1,3,31.2448974651163,34.773779,0,0.0,1,1,1,0,1,1,0,0
740000,570,3,3,1,3,31.2592149565217,34.8086399130435,0,1298.2456140350878,0,0,0,0,1,1,0,1
1520000,1270,4,2,1,3,0.0,0.0,0,1196.8503937007874,1,1,1,1,1,1,1,0
760000,760,3,1,1,3,31.256763,34.77501,0,1000.0,0,0,0,1,1,1,1,1
880000,810,2,4,1,4,0.0,0.0,0,1086.4197530864199,1,1,1,0,1,1,0,0
1300000,1180,4,5,1,4,0.0,0.0,0,1101.6949152542372,1,0,1,0,1,1,0,0
1620000,1240,4,4,1,2,0.0,0.0,0,1306.4516129032259,1,1,1,0,1,1,1,0
1180000,1120,4,2,1,3,31.239099,34.776387,0,1053.5714285714287,0,1,1,0,1,1,1,0
1139000,1100,4,4,1,3,31.239578,34.777562,0,1035.4545454545455,0,1,0,1,1,1,1,1
1350000,1000,3,6,1,3,31.234229,34.782507,0,1350.0,0,1,1,0,1,1,1,0
2500000,1560,4,0,1,3,0.0,0.0,0,1602.5641025641025,0,0,1,1,1,1,0,0
0,1325900,4,1,1,3,31.23941,34.769388,0,0.0,1,1,1,1,1,1,1,1
1300000,1150,45,0,1,3,0.0,0.0,0,1130.4347826086957,0,0,0,1,1,1,0,1
3690000,3700,55,0,1,2,31.267819,34.752735,0,997.2972972972973,0,0,0,0,0,0,0,0
690000,600,3,1,1,4,31.267121,34.793658,0,1150.0,0,0,0,0,0,0,0,0
0,4850,0,0,1,3,31.248444,34.756696,0,0.0,1,0,1,1,1,1,0,0
1800000,3000,4,0,1,3,31.267455,34.775188,0,600.0,1,1,1,1,1,1,1,0
2830000,3600,5,4,1,2,31.286384,34.805169,0,786.1111111111111,1,1,1,1,1,1,1,1
1890000,1730,5,1,1,2,0.0,0.0,0,1092.4855491329479,1,1,0,0,1,1,1,0
740000,720,3,1,1,4,0.0,0.0,0,1027.7777777777778,0,0,0,1,1,1,0,0
2490000,3480,4,0,1,4,31.244552,34.778228,0,715.5172413793103,1,0,0,1,1,1,1,0
1290000,1400,5,13,1,3,31.252347,34.77762,0,921.4285714285714,0,1,1,0,1,1,0,1
850000,700,2,2,1,3,31.2409898,34.8102776,0,1214.2857142857142,0,1,1,1,1,1,1,1
949000,850,3,1,1,3,31.2409898,34.8102776,0,1116.4705882352941,1,1,1,0,0,0,0,0
1495000,1460,35,0,1,3,31.2668977333333,34.76075985,0,1023.972602739726,1,1,1,1,1,1,1,0
650000,650,3,1,1,3,31.271554625,34.79662290625,0,1000.0,0,0,0,1,1,1,0,0
999000,770,4,3,1,3,31.2684863257576,34.7999678560606,0,1297.4025974025974,0,0,0,1,1,1,0,1
635000,750,3,4,1,3,31.2646491666667,34.7842182222222,0,846.6666666666666,0,0,0,0,1,1,0,0
1150000,1020,4,3,1,3,31.2666005652174,34.7665594637681,0,1127.450980392157,0,0,0,0,1,1,1,0
1310000,1200,4,1,1,3,31.282438,34.803482,0,1091.6666666666667,1,1,1,1,1,1,1,0
800000,670,3,3,1,3,31.2433917777778,34.788555,0,1194.0298507462687,0,0,1,0,1,1,0,1
880000,750,3,3,1,4,31.2592149565217,34.8086399130435,0,1173.3333333333333,0,0,1,0,1,1,0,0
790000,770,3,1,1,3,31.259536,34.785085,0,1025.974025974026,0,0,0,0,0,0,0,0
1270000,1000,3,6,1,3,31.23948,34.769229,0,1270.0,1,1,1,1,1,1,1,0
1780000,5050,0,0,1,0,31.2409898,34.8102776,0,352.4752475247525,0,0,0,0,0,0,0,0
799000,760,3,2,1,3,31.269468,34.793127,0,1051.3157894736842,0,0,1,1,1,1,0,0
1150000,1000,6,1,1,3,31.2409898,34.8102776,0,1150.0,0,0,0,1,1,1,0,1
1590000,1100,4,0,1,4,31.2409898,34.8102776,0,1445.4545454545455,1,1,1,1,1,1,1,0
540000,560,2,13,1,4,31.249488,34.80197,0,964.2857142857143,0,1,0,1,1,1,0,0
850000,940,4,8,1,4,31.2604399101124,34.7763476516854,0,904.2553191489362,0,1,1,0,1,1,0,0
1450000,1400,4,0,1,4,31.2409898,34.8102776,0,1035.7142857142858,0,0,1,1,1,1,1,0
1450000,1100,4,3,1,3,31.2794010740741,34.7992604444445,0,1318.1818181818182,1,1,0,0,1,1,1,0
1569000,4230,0,0,1,1,31.27246,34.763488,0,370.92198581560285,0,0,0,0,0,0,0,0
530000,520,25,8,1,4,31.264241,34.792563,0,1019.2307692307693,0,1,0,0,1,1,0,0
1750000,2000,5,2,1,3,31.265721,34.782795,0,875.0,1,0,0,1,0,0,1,0
910000,850,3,0,1,3,31.247347,34.781466,0,1070.5882352941176,0,0,0,1,1,1,0,0
1000000,620,3,1,1,3,31.268468,34.797768,0,1612.9032258064517,0,0,1,1,1,1,0,1
830000,770,3,1,1,3,31.259128,34.776757,0,1077.922077922078,0,0,0,1,1,1,0,1
510000,520,25,7,1,3,31.264241,34.792563,0,980.7692307692307,1,1,0,0,1,1,1,1
1180000,1050,4,3,1,3,31.238695,34.777372,0,1123.8095238095239,1,1,0,0,1,1,1,1
1650000,1880,55,15,1,3,31.249369,34.783881,0,877.6595744680851,1,1,1,0,1,1,1,1
0,870,3,1,1,3,31.259395,34.784976,0,0.0,0,0,0,1,1,1,0,0
1050000,960,4,2,1,3,31.247267,34.781607,0,1093.75,0,0,0,0,1,1,0,0
750000,400,2,3,1,4,0.0,0.0,0,1875.0,0,0,0,1,1,1,0,1
970000,1010,45,3,1,4,0.0,0.0,0,960.3960396039604,0,0,0,0,1,1,0,0
1850000,1400,5,6,1,3,31.243997,34.784736,0,1321.4285714285713,1,1,1,0,1,1,1,0
0,2000,45,0,1,3,31.25307,34.781498,0,0.0,0,0,0,0,1,1,0,0
0,1650,45,0,1,3,31.249847,34.779235,0,0.0,0,0,0,1,1,1,0,0
1050000,730,4,7,1,4,31.264976,34.786481,0,1438.3561643835617,0,1,1,1,1,1,0,0
680000,700,3,3,1,5,0.0,0.0,0,971.4285714285714,0,0,0,0,1,1,0,1
1630000,1210,7,0,1,3,0.0,0.0,0,1347.107438016529,1,0,1,1,1,1,1,1
1768000,5370,6,0,1,1,0.0,0.0,0,329.2364990689013,0,0,1,0,0,0,1,0
1300000,900,4,2,1,3,0.0,0.0,0,1444.4444444444443,0,0,1,0,1,1,0,1
1280000,1000,4,2,1,3,31.2409898,34.8102776,0,1280.0,1,1,1,1,1,1,1,0
795000,500,3,1,1,3,31.256969988764,34.8083555955056,0,1590.0,0,0,0,1,1,1,1,1
1430000,1300,4,1,1,3,31.2815689354839,34.8013261935484,0,1100.0,1,1,1,0,1,1,0,0
1990000,2240,45,1,1,4,31.2384031,34.7814821,0,888.3928571428571,0,0,1,1,1,1,1,1
800000,500,25,1,1,3,31.2409898,34.8102776,0,1600.0,0,0,0,0,1,1,0,1
669000,500,2,2,1,4,0.0,0.0,0,1338.0,0,0,0,1,1,1,1,1
3330000,1900,6,0,1,3,31.2675554736842,34.7812432105263,0,1752.6315789473683,1,0,1,1,1,1,1,0
0,800,5,0,1,5,31.261716,34.797097,0,0.0,0,0,0,0,0,0,0,0
900000,1600,4,0,1,3,31.2409898,34.8102776,0,562.5,0,0,0,0,0,0,0,0
1370000,1280,4,3,1,4,31.2409898,34.8102776,0,1070.3125,1,1,1,0,1,1,1,0
1360000,1120,4,2,1,3,31.2872804137931,34.8060372068966,0,1214.2857142857142,1,1,1,1,1,1,1,0
950000,740,4,3,1,3,31.259418,34.789898,0,1283.7837837837837,0,0,0,0,1,1,0,1
1220000,1500,5,0,1,4,31.255542375,34.808865625,0,813.3333333333334,0,0,0,1,1,1,1,1
1670000,1660,4,8,1,3,31.2507455820896,34.7884604776119,0,1006.0240963855422,1,1,1,1,1,1,1,0
1190000,1170,4,7,1,3,31.243939,34.778094475,0,1017.0940170940171,0,1,0,1,1,1,0,1
1139000,1200,4,4,1,3,31.239578,34.777562,0,949.1666666666666,1,1,0,1,1,1,1,1
890000,750,3,1,1,3,31.2464194117647,34.7903227058824,0,1186.6666666666667,0,0,0,0,1,1,0,0
1439000,2000,45,0,1,3,31.2389067692308,34.7793421923077,0,719.5,0,0,1,1,1,1,0,1
1370000,1200,6,1,1,3,31.2409898,34.8102776,0,1141.6666666666667,0,0,0,0,1,1,0,1
650000,450,2,2,1,4,0.0,0.0,0,1444.4444444444443,0,0,0,1,1,1,0,1
745000,750,3,2,1,4,0.0,0.0,0,993.3333333333334,0,0,0,1,1,1,0,0
2800000,6050,4,0,1,3,0.0,0.0,0,462.8099173553719,0,0,1,0,0,0,0,0
1300000,1160,3,5,1,4,0.0,0.0,0,1120.6896551724137,1,1,1,1,1,1,0,0
875000,740,3,2,1,4,31.254977,34.771543,0,1182.4324324324325,0,1,1,0,1,1,1,0
